id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	CPD041_EVC1	CPD041_EVC2	CPD041_EVC3	CPD041_KGD001	CPD041_KGD002	CPD041_KGD003	CPD041_KGD005	CPD041_KGD007	CPD041_KGD008	CPD041_KGD009	CPD041_KGD010	CPD041_KGD011	CPD041_KGD013	CPD041_KGD014	CPD041_KGD015	CPD041_KGD016	CPD041_KGD017	CPD041_KGD018	CPD041_KGD019	CPD041_KGD021	CPD041_KGD022	CPD041_KGD023	CPD041_KGD025	CPD041_KGD026	CPD041_KGD028	CPD041_KGD031	CPD041_KGD032	CPD041_KGD033	CPD041_KGD034	CPD041_KGD035	CPD041_KGD036	CPD041_KGD037	CPD041_KGD038	CPD041_KGD040	CPD041_KGD041	CPD041_KGD042	CPD041_KGD043	CPD041_KGD044	CPD041_KGD045	CPD041_KGD048	CPD041_KGD051	CPD041_KGD052	CPD041_KGD057	CPD041_KGD058	CPD041_KGD064	CPD041_KGD066	CPD041_KGD069	CPD041_KGD070	CPD041_KGD075	CPD041_KGD076	CPD041_KGD077	CPD041_KGD078	CPD041_KGD079	CPD041_KGD080	CPD041_KGD081	CPD041_KGD082	CPD041_KGD083	CPD041_KGD084	CPD041_KGD085	CPD041_KGD086	CPD041_KGD087	CPD041_KGD088	CPD041_KGD089	CPD041_KGD090	CPD041_KGD091	CPD041_KGD092	CPD041_KGD093	CPD041_KGD094	CPD041_KGD095	CPD041_KGD096	CPD041_KGD097	CPD041_KGD098	CPD041_KGD099	CPD041_KGD101	CPD041_KGD102	CPD041_KGD103	CPD041_KGD104	CPD041_KGD105	CPD041_KGD106	CPD041_KGD107	CPD041_KGD108	CPD041_KGD109	CPD041_KGD110	CPD041_KGD111	CPD041_KGD112	CPD041_KGD113	CPD041_KGD114	CPD041_KGD115	CPD041_KGD116	CPD041_KGD117	CPD041_KGD118	CPD041_KGD119	CPD041_KGD120
F89	641.1213	69.49	68.7	70.66	84	7722207	1.0	0.96	820	77	95377	118157	108220	99115	97651	103929	132357	152744	89465	126728	116525	103191	117013	121896	77029	127874	70520	0	102328	77519	96950	88407	97102	102267	112292	0	108858	86032	110369	0	68134	100707	120180	115399	0	104270	85032	111173	115135	85602	0	110459	119278	122436	119448	77873	100420	122075	0	91877	143496	95421	74330	98006	104292	99359	0	109007	105664	108275	79054	107116	95068	94270	0	96478	92472	76057	96855	0	78622	83526	102204	0	107697	0	92059	0	78375	91411	106080	100404	87754	89720	97925	0	94662	103095	69540	0	0	75500	0
F90	599.195	66.64	66.05	67.42	75	112188	1.0	0.99	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F91	635.1925	67.33	66.45	68.5	83	15945996	1.0	0.94	1304	89	217428	190782	185822	191725	217161	183320	248882	169006	235337	165738	95598	169649	225333	175255	169449	213076	200394	220571	0	108429	147684	147004	149239	207662	190482	201854	185060	205283	214116	160947	148767	202691	177926	153444	167652	192885	196136	159662	141875	90383	146842	193324	206600	167970	158123	187497	164674	217286	193788	208236	194846	243770	177403	148505	199094	160845	202337	137258	115117	170216	195124	172126	217027	204239	0	182043	176472	184056	111187	156228	215772	167893	141571	0	210426	198832	196209	160592	182861	189832	201156	146578	179521	173045	148954	92333	184586	208900	186955	0	153383	209120	203537
F92	613.2109	67.33	66.25	68.5	76	70630726	1.0	0.96	6181	91	918975	831905	746875	922467	988875	813439	1019765	749099	1164278	783948	557020	882995	922957	926385	852558	885092	835483	875828	183737	445440	700990	705088	850289	1052726	972932	901621	830391	822082	776960	581455	837489	855592	974622	767684	643162	752108	838962	856726	801534	396938	768909	802717	741029	707105	675116	707877	668924	963377	766737	791187	676951	919986	886576	612082	797828	738232	802495	716612	583103	704288	768099	562008	890295	967332	0	778010	661676	687687	677057	610872	1033146	645591	790462	0	749581	864663	888068	605232	722114	806054	801055	751836	806120	791371	769565	382988	925900	992544	800348	130142	650742	852615	1033950
F93	489.2061	26.93	26.44	27.22	70	786911	0.16	0.88	131	90	10880	9066	8917	9249	11505	9557	6276	0	8295	7298	8038	8848	9029	9792	8423	11301	9489	8945	8102	9650	9377	9836	10425	9777	9799	10778	9643	0	7603	9295	8883	10845	9133	9040	9548	8813	8755	0	8795	7914	9595	9758	10119	8540	8307	9585	9848	9081	9830	9615	10256	6887	10944	9125	7699	7359	7491	7200	8802	6994	9987	8547	9507	6515	10374	9890	9981	6761	9648	8021	5632	4394	7352	4960	8873	6046	6938	7469	8650	8144	8910	8808	9469	10348	9306	10317	10508	8349	8273	8664	10037	8407	8872
F94	489.2061	72.72	71.64	73.9	70	11564381	1.0	0.93	39	90	125761	126662	127412	121255	120068	123136	117012	0	126719	116107	120000	119606	124475	123829	130014	124771	124137	124027	127843	123462	122517	124821	125695	119182	118293	124934	124162	0	128461	133189	125036	128357	122940	128464	122204	117827	124512	0	119997	118760	123869	128033	122263	126628	122284	128136	133173	127971	130302	131847	130204	120331	130734	129549	131445	136268	136416	137042	130623	132642	125607	131601	127164	126944	160464	129141	135029	134181	133201	133423	127813	128174	130030	167030	125581	129350	131772	134175	134736	134332	133241	132115	130549	136883	129038	142537	123545	133182	129670	154866	142691	130417	124492
F95	658.5052	26.83	26.34	27.32	85	738122	0.1	0.9	129	83	10898	8379	8125	11369	0	10216	11389	10443	9313	8663	0	10238	7959	11139	9305	9449	6572	7205	8024	9559	0	11195	9283	9498	9022	0	10340	8615	9394	8558	10606	9460	9662	9055	9388	9923	9366	9140	9096	8950	10219	10014	9149	9560	9054	7719	9401	8802	9002	7142	0	0	8487	8332	6548	8473	9170	0	8171	8268	9405	0	0	7648	8328	7242	8913	8581	9480	8323	7004	8656	7736	8041	9390	0	10622	8695	7517	7285	8955	10174	10009	8674	10090	9990	7068	8644	9311	9442	9472	10267	7853
F96	658.5052	80.27	79.09	81.45	85	16442678	0.89	0.99	11	83	208524	197522	202926	196086	0	186805	194387	185416	196754	191383	0	189628	191891	196014	201908	203247	200006	190663	193575	194636	0	198532	198699	194272	213781	0	197334	194064	195055	196630	193415	200966	205989	194083	198766	191353	198921	200695	193535	191333	196375	194618	192789	198238	195541	197053	192305	196624	197932	194802	0	0	194997	193517	197123	202968	199431	0	192741	201302	202965	0	0	196893	201490	196391	196803	197024	191894	202161	198685	192797	199827	214441	197400	0	202347	200383	199472	204541	201040	203657	207071	200040	206063	203841	200240	207137	204389	208814	202671	208097	201954
F97	614.214	67.23	66.35	68.41	77	21964842	1.0	0.94	2030	88	252644	302433	238367	288841	310041	259527	339518	233980	348552	210388	168359	276093	324973	325508	254479	281243	254104	248346	0	130933	221767	236793	296449	349646	285608	283442	290352	256306	282592	209230	241579	254900	320969	247405	227174	233491	256570	285766	303964	0	175742	282259	267321	216208	229671	224664	212230	311845	237770	260996	220839	307341	263022	197540	239399	150557	273809	213397	183746	238816	248513	192363	318022	318635	0	268795	171943	242487	222356	204958	337674	184310	185763	0	250035	273416	227046	184767	207701	266311	225530	252290	171039	260930	199693	79330	307125	308100	240409	0	219206	283866	294725
F98	505.1191	72.23	71.25	73.41	71	8123446	1.0	0.96	817	73	79950	121014	120394	204433	145649	160148	158067	67530	150930	161103	132474	118289	107975	89644	75682	186423	89571	0	111588	81203	108097	100455	0	0	0	85521	99973	98690	97483	0	0	94769	0	104888	102457	105272	86727	100872	76497	141793	75449	104193	0	115777	101962	77572	0	123725	109189	136584	117995	149730	140089	98589	118738	0	105522	104108	94007	0	93333	119334	80107	167098	0	114269	96278	110748	86224	123646	89274	127564	105145	0	134608	118618	129679	0	108812	0	100283	88588	111097	73689	0	0	0	127349	98782	0	0	104116	99015
F99	697.2311	63.8	63.31	64.39	87	95273	1.0	0.97	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F100	759.1474	56.74	56.05	57.62	90	2881730	1.0	0.98	428	31	0	71442	0	0	129571	0	0	93861	0	0	0	146541	72243	0	0	0	82581	0	88622	0	91249	0	0	96756	0	0	0	116621	74358	0	78231	0	0	0	85170	0	0	0	90831	0	0	0	83004	0	0	66663	102485	133897	98025	0	0	0	0	0	88103	115243	78437	0	0	0	100577	0	0	0	0	0	0	0	0	85801	0	110916	91406	0	0	0	0	0	77262	0	0	0	0	0	0	0	102646	0	0	99415	80624	66149	0
F101	754.1871	51.44	50.85	52.62	88	26674021	1.0	0.76	2084	93	313972	269147	311740	327234	285119	262425	285491	242818	313028	308708	262945	264370	301004	278787	295485	289189	291648	295221	289586	276586	293927	326479	322048	299007	244613	238009	303536	298573	268578	254337	289916	316978	256073	288526	307204	229669	234547	280182	301431	273086	306345	268331	279686	257316	298167	286071	305732	267023	261802	294743	295763	303701	274053	291358	294018	290009	317518	300372	209598	302162	257149	303480	313788	307314	365776	300331	276068	296730	279806	284764	300217	257435	314140	195124	310915	307083	298482	253054	283198	279696	307093	299518	275111	342737	302282	300962	293660	324516	257793	250810	304341	303483	251175
F102	755.1894	51.54	50.85	52.71	89	11168872	1.0	0.77	861	91	108719	106529	106629	150856	117405	146102	110671	106441	120449	131545	124415	98006	112335	77218	144569	155018	151373	141233	89229	133719	109811	109569	111177	115738	142558	149253	142554	133893	114697	119820	93103	130561	72472	127412	124510	108210	144715	85168	147595	120649	130620	139286	112750	92542	0	113198	120865	147947	130958	74411	126498	129814	97223	126485	135796	119929	120253	94094	152894	153641	142387	139623	128400	142680	140630	112768	94493	157372	126564	139029	129417	135707	93790	115914	148508	132908	93658	113850	116745	148817	135678	136992	113537	145957	132487	0	111706	110798	89554	127548	135947	104935	135343
