Samples,252.0673,298.3449,254.066,252.0865,307.1097,270.0333,270.0333,307.6111,253.0708,309.0885,274.0489,274.0489,253.0813,315.1067,279.1144,280.1175,323.1039,281.1136,324.107,350.067,350.067,236.0727,350.1225,237.0755,336.1437,365.1144,365.1144,351.1345,238.0709,337.1405,365.1506,352.1381,251.0833,349.1194,366.1172,364.1665,366.1537,364.1776,370.0945,374.0666,381.1447,387.0957,371.101,371.101,382.0781,399.1347,380.077,380.077,382.112,402.059,383.1067,408.1559,386.1027,410.0876,410.0876,410.0876,381.0807,381.0807,381.0807,408.1674,386.1482,409.151,381.1089,411.0907,411.0907,422.1715,423.1745,335.1401
CPD041_KGD001,0.0,0.0,0.0,13483.807127966837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42920.77286209969,0.0,0.0,0.0,0.0,28837.899296150543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3275522.0
CPD041_KGD002,0.0,0.0,0.0,18093.807127966837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21735.772862099693,9210.596618268082,0.0,0.0,0.0,53029.89929615054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453909.26376231667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2490.1928723263695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3427158.0
CPD041_KGD003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18794.772862099693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.76349022320937,0.0,0.0,0.0,3394050.0
CPD041_KGD005,0.0,0.0,0.0,48006.80712796684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22463.772862099693,3042.5966182680822,0.0,0.0,0.0,3954.899296150543,0.0,278099.0,0.0,0.0,0.0,0.0,0.0,268767.26376231667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94105.0,0.0,0.0,96434.0,0.0,0.0,11330.912181684602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3081.1928723263695,3227.9289637673774,0.0,0.0,0.0,0.0,34740.76349022321,4613.627326498929,0.0,0.0,3633959.0
CPD041_KGD007,0.0,0.0,0.0,0.0,0.0,0.0,7698.0,0.0,0.0,362413.0,0.0,0.0,0.0,0.0,343734.15074073593,68586.77196517194,1129626.0,0.0,170178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88637.0,1213828.0,0.0,0.0,403219.0,206813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15872.302188528964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3056507.0
CPD041_KGD008,79406.5155172972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6415.772862099693,4021.5966182680822,0.0,0.0,0.0,0.0,11917.0,534191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.7616295252228,0.0,0.0,201680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3438282.0
CPD041_KGD009,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62798.15074073593,40889.77196517194,0.0,0.0,0.0,10477.772862099693,0.0,0.0,0.0,0.0,0.0,1672.0,560098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40483.0,0.0,0.0,0.0,0.0,0.0,0.0,140253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.1928723263695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3415219.0
CPD041_KGD010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7233.771965171938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81422.89929615054,550555.0,192157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3638228.0
CPD041_KGD011,0.0,0.0,0.0,0.0,0.0,0.0,3916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54227.89929615054,0.0,0.0,0.0,0.0,0.0,126528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3434258.0
